ID,Bezeichnung_DE,Synonyme_DE,Hauptgruppe_Original,Schwerpunkt,Hauptgruppe_Final,Hauptgruppe_Begründung,Parent_subClassOf_ID,Parent_partOf_ID,Begründung_optional
11463,Frostschutz,,5 Sonstige,,5 Sonstige,,,,
11464,Froststopfen,,2 Motorraum,,2 Motorraum,,,,
11465,Führung für Warnkontaktleitung,,2 Motorraum,,2 Motorraum,,,,
11466,Führungsarm für Scheibenreinigung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11467,Führungsbolzen für Bremssattel,,1 Unterboden,,1 Unterboden,,20031,,
11468,Führungshülse für Bremssattel,,1 Unterboden,,1 Unterboden,,20031,,
11469,Fußmattensatz,,4 Innenraum,,4 Innenraum,,,,
11470,Gasfeder für Klapptisch,,4 Innenraum,,4 Innenraum,,,,
11471,Gasfeder für Reserveradhalter,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
11472,Gasfeder für Sitzverstellung,,4 Innenraum,,4 Innenraum,,,,
11473,Gasfeder für Verdeck,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,10340,
11474,Gebläserad für Innenraumgebläse,,4 Innenraum,,4 Innenraum,,,,
11475,Blinkergehäuse,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,10192,
11476,Rückfahrleuchtengehäuse,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10661,
11477,Schaltgetriebegehäuse,,2 Motorraum,,2 Motorraum,,,,
11478,Rückleuchtengehäuse,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10260,
11479,Gelenk für Schaltstange,,2 Motorraum,,2 Motorraum,,,,
11480,Gelenkwelle für Achsantrieb,,1 Unterboden,,1 Unterboden,,30000,,
11481,Gleitbacke für Fensterheber,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20009,,
11482,Gleitschiene für Antriebskette Ölpumpe,,2 Motorraum,,2 Motorraum,,,,
11483,Gleitschienensatz für Steuerkette,,2 Motorraum,,2 Motorraum,,,,
11484,Glühlampe für Bremsleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10561,
11485,Glühlampe für Fernscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,10207,
11486,Glühlampe für Kofferraumleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,11070,
11487,Glühlampe für Positions-/Begrenzungsleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11488,Glühlampe für Rückleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10260,
11489,Glühlampe für Tagfahrleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,11315,
11490,Glühlampe für Zusatzbremsleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,11223,
11491,Gummistreifen für Abgasanlage,,1 Unterboden,,1 Unterboden,,,,
11492,Halteband für Kraftstoffbehälter,,1 Unterboden,,1 Unterboden,,,,
11493,Haltegriff für Innenausstattung,,4 Innenraum,,4 Innenraum,,,,
11494,Halter für Abgasrohr,,1 Unterboden,,1 Unterboden,,,,
11495,Halter für Automatikgetriebeaufhängung,,2 Motorraum,,2 Motorraum,,,,
11496,Halter für Bremssattel,,1 Unterboden,,1 Unterboden,,20031,,
11497,Halter für Bremsschlauch,,1 Unterboden,,1 Unterboden,,20031,,
11498,Halter für Einspritzventil,,2 Motorraum,,2 Motorraum,,,,
11499,Halter für Heckleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10859,
11500,Halter für Kohlebürsten,,2 Motorraum,,2 Motorraum,,,,
11501,Halter für Luftfiltergehäuse,,2 Motorraum,,2 Motorraum,,,,
11502,Halter für Querlenkerlagerung,,1 Unterboden,,1 Unterboden,,30000,,
11503,Halter für Seilzug,,2 Motorraum,,2 Motorraum,,,,
11504,Halter für Stabilisatorlagerung,,2 Motorraum,,2 Motorraum,,,,
11505,Hauptdüsenabschaltung für Vergaser,,2 Motorraum,,2 Motorraum,,,,
11506,Heizklappenkasten,,4 Innenraum,,4 Innenraum,,,,
11507,Heizklappenzug,,4 Innenraum,,4 Innenraum,,,,
11508,Hydraulikfilter für Lenkung,,1 Unterboden,,1 Unterboden,,30000,,
11509,Hydraulikfiltersatz für Automatikgetriebe,,1 Unterboden,,1 Unterboden,,,,
11510,Hydraulikschlauch für Lenkung,,1 Unterboden,,1 Unterboden,,30000,,
11511,Impulsgeber für Schwungrad,,2 Motorraum,,2 Motorraum,,,,
11512,Kabelsatz für Fernscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11513,Kabelsatz für Hauptscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11514,Kappe für Nebelscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,10240,
11515,Kappe für Wischarm,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11516,Kettenglied für Steuerkette,,2 Motorraum,,2 Motorraum,,,,
11517,Klemmhülse für Raddrehzahlsensor,,1 Unterboden,,1 Unterboden,,,,
11518,Klemmschraube für Trag-/Führungsgelenk,,1 Unterboden,,1 Unterboden,,30000,,
11519,Klemmschraubensatz für Trag-/Führungsgelenk,,1 Unterboden,,1 Unterboden,,30000,,
11520,Kniehebelgelenk,,2 Motorraum,,2 Motorraum,,,,
11521,Koffer-/Laderaumwanne,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20012,,
11522,Kohlebürste für Starter,,2 Motorraum,,2 Motorraum,,,,
11523,Kolben für Bremssattel,,1 Unterboden,,1 Unterboden,,20031,10483,
11524,Kolbenbolzen für Kurbeltrieb,,2 Motorraum,,2 Motorraum,,,,
11525,Kolbenring,,2 Motorraum,,2 Motorraum,,,,
11526,Kolbenringsatz,,2 Motorraum,,2 Motorraum,,,,
11527,Kondensator für Zündanlage,,2 Motorraum,,2 Motorraum,,,,
11528,Kondenswasserablaufschlauch für Innenraumluftfiltergehäuse,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Klimaanlage,,,
11529,Kontaktsatz für Zündverteiler,,2 Motorraum,,2 Motorraum,,,,
11530,Kontermutter für Ventilspieleinstellschraube,,2 Motorraum,,2 Motorraum,,,,
11531,Krümmerkatalysator,,1 Unterboden,,1 Unterboden,,,,
11532,Kugelbolzen für Kupplungsbetätigung,,2 Motorraum,,2 Motorraum,,,,
11533,Kugelgelenk für Achsstrebe,,1 Unterboden,,1 Unterboden,,30000,,
11534,Kühler für Abgasrückführung,,2 Motorraum,,2 Motorraum,,,,
11535,Kupplungspedal,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Alle anderen Pedale sind den Innenraum zugeordnet,,,
11536,Kupplungsschlauch,,2 Motorraum,,2 Motorraum,,,,
11537,Kurbelgehäuse,,2 Motorraum,,2 Motorraum,,,,
11538,Lager für Antriebswelle,,1 Unterboden,,1 Unterboden,,,,
11539,Lager für Feststellbremswelle,,1 Unterboden,,1 Unterboden,,20031,,
11540,Lager für Keilrippenriemenspannarm,,2 Motorraum,,2 Motorraum,,,,
11541,Lager für Spannrollenhebel,,2 Motorraum,,2 Motorraum,,,,
11542,Lagerbock für Ölkühler,,2 Motorraum,,2 Motorraum,,,,
11543,Lagerbuchse für Blattfeder,,1 Unterboden,,1 Unterboden,,30000,,
11544,Lagerbuchse für Pleuel,,2 Motorraum,,2 Motorraum,,,,
11545,Lagersatz für Torsionsstab,,1 Unterboden,,1 Unterboden,,,,
11546,Lagerung für Ausgleichsbehälter Kühlmittel,,2 Motorraum,,2 Motorraum,,,,
11547,Lagerung für Federgehänge,,1 Unterboden,,1 Unterboden,,30000,,
11548,Lagerung für Hilfsrahmen,Lagerung für Aggregateträger,2 Motorraum,,2 Motorraum,,,,
11549,Lagerung für Motor,,2 Motorraum,,2 Motorraum,,,,
11550,Lambdasondensatz,,1 Unterboden,,1 Unterboden,,,,
11551,Lampenfassung für Hauptscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,10206,"Parent part auch 10210,10530, 10531"
11552,Laufring für Kurbelwelle,,2 Motorraum,,2 Motorraum,,,,
11553,Leerlaufdüse für Vergaser,,2 Motorraum,,2 Motorraum,,,,
11554,Lenkgetriebeöl,,5 Sonstige,,5 Sonstige,,30000,,
11555,Lichtscheibe für Hauptscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,10206,"Parent part auch 10210,10530, 10531"
11556,Lichtscheibe für Kennzeichenleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10223,
11557,Lichtscheibe für Positionsleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,10662,
11558,Lichtscheibe für Rückfahrleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,10661,
11559,Lichtscheibe für Schlussleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20013,,
11560,Lichtscheibe für Seitenmarkierungsleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11561,Lüfterhaube,,2 Motorraum,,2 Motorraum,,,,
11562,Luftklappenwelle für Vergaser,,2 Motorraum,,2 Motorraum,,,,
11563,Magnetkupplung für Klimakompressor,,2 Motorraum,,2 Motorraum,,,,
11564,Manschette für Hauptbremszylinder,,1 Unterboden,,1 Unterboden,,20031,,
11565,Manschette für Kraftstoffpumpe,,2 Motorraum,,2 Motorraum,,,,
11566,Manschette für Lenksäule,,2 Motorraum,,2 Motorraum,,30000,,
11567,Mechatronik für Automatikgetriebe,,2 Motorraum,,2 Motorraum,,,,
11568,Membran für Unterdruckpumpe,,2 Motorraum,,2 Motorraum,,,,
11569,Mengenteiler für Einspritzanlage,,2 Motorraum,,2 Motorraum,,,,
11570,Mittel-/Endschalldämpfer,,1 Unterboden,,1 Unterboden,,,,
11571,Montagesatz für Abgasanlage,,1 Unterboden,,1 Unterboden,,,,
11572,Montagesatz für Abgaskrümmer,,1 Unterboden,,1 Unterboden,,,,
11573,Montagesatz für Abgasrohr,,1 Unterboden,,1 Unterboden,,,,
11574,Montagesatz für Katalysator,,1 Unterboden,,1 Unterboden,,,,
11575,Montagesatz für Klimaanlage,,2 Motorraum,,2 Motorraum,,,,
11576,Montagesatz für Kotflügel,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20001,,
11577,Montagesatz für Lader,,2 Motorraum,,2 Motorraum,,,,
11578,Montagesatz für Ruß-/Partikelfilter,,1 Unterboden,,1 Unterboden,,,,
11579,Montagesatz für Spurstangenkopf,,1 Unterboden,,1 Unterboden,,,,
11580,Montagesatz für Stabilisatorstange/-strebe,,1 Unterboden,,1 Unterboden,,,,
11581,Montagesatz für Stoßfänger,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20000,,
11582,Montagesatz für Vorkatalysator,,1 Unterboden,,1 Unterboden,,,,
11583,Montagesatz für Wärmetauscher,,2 Motorraum,,2 Motorraum,,,,
11584,Montagesatz für Zündschaltgerät,,2 Motorraum,,2 Motorraum,,,,
11585,Motoröl,,5 Sonstige,,5 Sonstige,,,,
11586,Multifunktionsanzeige,,4 Innenraum,,4 Innenraum,,,,
11587,Nachrüstsatz für Katalysator,,1 Unterboden,,1 Unterboden,,,,
11588,Nachrüstsatz für Ruß-/Partikelfilter,,1 Unterboden,,1 Unterboden,,,,
11589,Nachrüstsatz für Vorkatalysator,,1 Unterboden,,1 Unterboden,,,,
11590,Nachstellbolzen für Bremsanlage,,1 Unterboden,,1 Unterboden,,20031,,
11591,Nadellager für Achskörper,,1 Unterboden,,1 Unterboden,,,,
11592,Nockenwellenlager,,2 Motorraum,,2 Motorraum,,,,
11593,Ölabscheider für Kurbelgehäuseentlüftung,,2 Motorraum,,2 Motorraum,,,,
11594,Ölkühler für Lenkung,,2 Motorraum,,2 Motorraum,,30000,,
11595,Ölleitung für Lader,,2 Motorraum,,2 Motorraum,,,,
11596,Ölspritzblech für Kurbelwelle,,2 Motorraum,,2 Motorraum,,,,
11597,Ölwanne für Automatikgetriebe,,2 Motorraum,,2 Motorraum,,,,
11598,Pedalbelag für Fahrpedal,,4 Innenraum,,4 Innenraum,,,,
11599,Radaufhängung,,1 Unterboden,,1 Unterboden,,30000,,
11600,Radbremszylindersatz,,1 Unterboden,,1 Unterboden,,20031,,
11601,Radmutter,,1 Unterboden,,1 Unterboden,,30000,,
11602,Radsensor für Reifendruckkontrollsystem,,1 Unterboden,,1 Unterboden,,30000,,
11603,Rahmen für Hauptscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,10206,"Parent part auch 10210,10530, 10531"
11604,Rahmen für Nebelscheinwerfer,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,10240,
11605,Reflektor für Blinkleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,10192,
11606,Regelventil für Kompressor,,2 Motorraum,,2 Motorraum,,,,
11607,Regler für Instrumentenbeleuchtung,,4 Innenraum,,4 Innenraum,,,,
11608,Regler für Leuchtweiteregulierung,,4 Innenraum,,4 Innenraum,,,,
11609,Regler für Niveauregulierung,,4 Innenraum,,4 Innenraum,,,,
11610,Regler für Wisch-Wasch-Intervall,,4 Innenraum,,4 Innenraum,,,,
11611,Relais für Arbeitsstrom,,2 Motorraum,,2 Motorraum,,,,
11612,Relais für Saugrohrvorwärmung,,2 Motorraum,,2 Motorraum,,,,
11613,Reparaturrohr für Katalysator,,1 Unterboden,,1 Unterboden,,,,
11614,Reparatursatz für Ausrücklager,,2 Motorraum,,2 Motorraum,,,,
11615,Reparatursatz für Drehzapfen,,1 Unterboden,,1 Unterboden,,,,
11616,Reparatursatz für Einspritzdüse,,2 Motorraum,,2 Motorraum,,,,
11617,Reparatursatz für Feststellbremshebel Bremssattel,,1 Unterboden,,1 Unterboden,,20031,,
11618,Reparatursatz für Feststellbremswelle,,1 Unterboden,,1 Unterboden,,20031,,
11619,Reparatursatz für Hauptbremszylinder,,1 Unterboden,,1 Unterboden,,20031,,
11620,Reparatursatz für Klimaanlage,,2 Motorraum,,2 Motorraum,,,,
11621,Reparatursatz für Kraftstoffpumpe,,2 Motorraum,,2 Motorraum,,,,
11622,Reparatursatz für Kupplungsgeberzylinder,,2 Motorraum,,2 Motorraum,,,,
11623,Reparatursatz für Kupplungsnehmerzylinder,,2 Motorraum,,2 Motorraum,,,,
11624,Reparatursatz für Pumpe-Düse-Einheit,,2 Motorraum,,2 Motorraum,,,,
11625,Reparatursatz für Radbremszylinder,,1 Unterboden,,1 Unterboden,,20031,,
11626,Reparatursatz für Vergaser,,2 Motorraum,,2 Motorraum,,,,
11627,Reparatursatz für Wasserpumpe,,2 Motorraum,,2 Motorraum,,,,
11628,Riemenscheibe für Generator,,2 Motorraum,,2 Motorraum,,,,
11629,Riemenscheibe für Lüfter,,2 Motorraum,,2 Motorraum,,,,
11630,Riemenscheibenschraube,,2 Motorraum,,2 Motorraum,,,,
11631,Ritzel für Zündverteiler,,2 Motorraum,,2 Motorraum,,,,
11632,Rollenführung für Schiebetür,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20009,,
11633,Rückschlagventil,,2 Motorraum,,2 Motorraum,,,,
11634,Ruß-/Partikelfilter für Abgasanlage,,1 Unterboden,,1 Unterboden,,,,
11635,Schalter für Allradantrieb,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Bereich M-Konsole,,,
11636,Schalter für Bremsbetätigung,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Bremspedal,20031,,
11637,Schalter für Fahrstufe,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Automatik,,,
11638,Schalter für Handbremskontrollleuchte,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Gewöhlich am Handbremshebel,20031,,
11639,Schalter für Hupe,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Am Lenkrad,,,
11640,Schalter für Kupplungsbetätigung,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Am Kupplungspedal,,,
11641,Schalter für Scheibenwischerintervall,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Am Lenrad,,,
11642,Schalter für Türverriegelung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20008,10355,
11643,Schaltgetriebeöl,,5 Sonstige,,5 Sonstige,,,,
11644,Tankklappenscharnier,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
11645,Scheibenreinigungsanlage,,2 Motorraum,,2 Motorraum,,,,
11646,Scheinwerferaufnahme für Beleuchtung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11647,Schlauch für Leckkraftstoff,,2 Motorraum,,2 Motorraum,,,,
11648,Schlauchverbinder,,2 Motorraum,,2 Motorraum,,,,
11649,Schlingertopf für Kraftstoffpumpe,,2 Motorraum,,2 Motorraum,,,,
11650,Schlosssatz für Schließanlage,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11651,Schmierrohr für Nockenschmierung,,2 Motorraum,,2 Motorraum,,,,
11652,Schnell-Reparatur-Service für Antriebswelle,,1 Unterboden,,1 Unterboden,,,,
11653,Schraube für Bremssattel,,1 Unterboden,,1 Unterboden,,20031,,
11654,Schraube für Zylinderkopfhaube,,2 Motorraum,,2 Motorraum,,,,
11655,Schraubensatz für Federbein Radlagergehäuse,,1 Unterboden,,1 Unterboden,,30000,,
11656,Schutzkappe für Generator,,2 Motorraum,,2 Motorraum,,,,
11657,Schwallblech für Ölwanne,,1 Unterboden,,1 Unterboden,,,,
11658,Schwellerverkleidung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
11659,Schwimmernadelventil,,2 Motorraum,,2 Motorraum,,,,
11660,Schwungradschraube,,2 Motorraum,,2 Motorraum,,,,
11661,Seilzug für Schaltgetriebe,,2 Motorraum,,2 Motorraum,,,,
11662,Seitenmarkierungsleuchte,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11663,Sensor für Drehzahl,,2 Motorraum,,2 Motorraum,,,,
11664,Sensor für Drosselklappenstellung,,2 Motorraum,,2 Motorraum,,,,
11665,Sensor für Kraftstofftemperatur,,2 Motorraum,,2 Motorraum,,,,
11666,Sensor für Kühlmitteltemperatur,,2 Motorraum,,2 Motorraum,,,,
11667,Sensor für Längs-/Querbeschleunigung,,2 Motorraum,,2 Motorraum,,,,
11668,Sensor für Öltemperatur,,2 Motorraum,,2 Motorraum,,,,
11669,Sensor für Öltemperatur/-druck,,2 Motorraum,,2 Motorraum,,,,
11670,Sensor für Schaltmodul,,2 Motorraum,,2 Motorraum,,,,
11671,Sensor für Waschwasserstand,,2 Motorraum,,2 Motorraum,,,,
11672,Sensor für Zylinderkopftemperatur,,2 Motorraum,,2 Motorraum,,,,
11673,Spannarm für Keilriemen,,2 Motorraum,,2 Motorraum,,,,
11674,Spannelement für Kettenspanner,,2 Motorraum,,2 Motorraum,,,,
11675,Spannschiene für Antriebskette Ölpumpe,,2 Motorraum,,2 Motorraum,,,,
11676,Spannschiene für Steuerkette,,2 Motorraum,,2 Motorraum,,,,
11677,Spannschraube für Generatorhalter,,2 Motorraum,,2 Motorraum,,,,
11678,Spannungsstabilisator für Kombiinstrument,,2 Motorraum,,2 Motorraum,,,,
11679,Sportluftfiltersystem,,2 Motorraum,,2 Motorraum,,,,
11680,Sportschalldämpferanlage,,1 Unterboden,,1 Unterboden,,,,
11681,Spritzrohr für Beschleunigerpumpe,,2 Motorraum,,2 Motorraum,,,,
11682,Spritzwand,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20002,,
11683,Spule für Magnetkupplung Kompressor,,2 Motorraum,,2 Motorraum,,,,
11684,Spurverbreiterung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11685,Stabilisatorsatz,,1 Unterboden,,1 Unterboden,,30000,,
11686,Stellelement für Einspritzpumpe,,2 Motorraum,,2 Motorraum,,,,
11687,Stellelement für Exzenterwelle,,2 Motorraum,,2 Motorraum,,,,
11688,Stellelement für Umschaltklappe Saugrohr,,2 Motorraum,,2 Motorraum,,,,
11689,Steuergerät Elektrolüfter Motorkühlung,,2 Motorraum,,2 Motorraum,,,,
11690,Steuergerät Motormanagement,,2 Motorraum,,2 Motorraum,,,,
11691,Steuerklappe für Luftversorgung,,2 Motorraum,,2 Motorraum,,,,
11692,Steuerventil für Nockenwellenverstellung,,2 Motorraum,,2 Motorraum,,,,
11693,Steuergerät Klopfsensor,,2 Motorraum,,2 Motorraum,,,,
11694,Stoßdämpferaufnahme,,1 Unterboden,,1 Unterboden,,30000,,
11695,Stößelstange,,2 Motorraum,,2 Motorraum,,,,
11696,Stößelstangenschutzrohr,,2 Motorraum,,2 Motorraum,,,,
11697,Stoßstangenabdeckung für Anhängevorrichtung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20000,10570,"Parent Part no is auch 10571-10580, 10611"
11698,Stoßstangenhalter für Anhängevorrichtung,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20000,10570,"Parent Part no is auch 10571-10580, 10611"
11699,Sturzkorrekturschraube,,1 Unterboden,,1 Unterboden,,30000,,
11700,Stütze Kühlergitter,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20002,,
11701,Stützring für Federbeinstützlager,,1 Unterboden,,1 Unterboden,,30000,10463,
11702,Synchronring für Schaltgetriebe,,2 Motorraum,,2 Motorraum,,,,
11703,Temperaturschalter für Abgasrückführung,,2 Motorraum,,2 Motorraum,,,,
11704,Temperaturschalter für Kaltstartanreicherung,,2 Motorraum,,2 Motorraum,,,,
11705,Temperaturschalter für Saugrohrvorwärmung,,2 Motorraum,,2 Motorraum,,,,
11706,Temperaturschalter für Startautomatik,,2 Motorraum,,2 Motorraum,,,,
11707,Thermostat für Ölkühlung,,2 Motorraum,,2 Motorraum,,,,
11708,Torsionsdämpfer für Kupplung,,2 Motorraum,,2 Motorraum,,,,
11709,Tripodestern für Antriebswelle,,1 Unterboden,,1 Unterboden,,,,
11710,Türgriffrahmen,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20009,10355,
11711,Umrüstkatalysator,,1 Unterboden,,1 Unterboden,,,,
11712,Umrüstsatz Stoßfänger,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20000,,
11713,Umschaltventil für Lüftungsklappen,,2 Motorraum,,2 Motorraum,,,,
11714,Unterdruckleitung für Bremskraftverstärker,,1 Unterboden,,1 Unterboden,,20031,,
11715,Unterdruckschalter für Ansaugkrümmerbelüftung,,2 Motorraum,,2 Motorraum,,,,
11716,Ventil für Kurbelgehäuseentlüftung,,2 Motorraum,,2 Motorraum,,,,
11717,Ventil für Luftsteuerung Ansaugluft,,2 Motorraum,,2 Motorraum,,,,
11718,Ventil für Schubabschaltung,,2 Motorraum,,2 Motorraum,,,,
11719,Ventil für Sekundärluftsaugsystem,,2 Motorraum,,2 Motorraum,,,,
11720,Ventil für Unterdruckpumpe,,2 Motorraum,,2 Motorraum,,,,
11721,Ventil für Waschwasserleitung,,2 Motorraum,,2 Motorraum,,,,
11722,Ventilsicherungskeil,,2 Motorraum,,2 Motorraum,,,,
11723,Ventilspieleinstellschraube,,2 Motorraum,,2 Motorraum,,,,
11724,Ventilteller,,2 Motorraum,,2 Motorraum,,,,
11725,Verbindungsrohr für Heizungskanal,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Heizung,,,
11726,Verschluss für Bremsflüssigkeitsbehälter,,2 Motorraum,,2 Motorraum,,20031,,
11727,Verschluss für Waschwasserbehälter,,2 Motorraum,,2 Motorraum,,,,
11728,Verschlussdeckel für Ausgleichsbehälter-Servolenkung,,2 Motorraum,,2 Motorraum,,30000,,
11729,Verschlussdeckel für Ausrücklager,,2 Motorraum,,2 Motorraum,,,,
11730,Verschlusskappe für Leckkraftstoff,,2 Motorraum,,2 Motorraum,,,,
11731,Verschlussscheibe für Achsschenkel,,2 Motorraum,,2 Motorraum,,,,
11732,Vordrosselsteller für Vergaser,,2 Motorraum,,2 Motorraum,,,,
11733,Vorkatalysator,,1 Unterboden,,1 Unterboden,,,,
11734,Vorschaltgerät für Gasentladungslampe,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11735,Vorwiderstand für Elektromotor Kühlerlüfter,,2 Motorraum,,2 Motorraum,,,,
11736,Wärmeschutzscheibe für Einspritzanlage,,2 Motorraum,,2 Motorraum,,,,
11737,Warmluftfangblech,,2 Motorraum,,2 Motorraum,,,,
11738,Warmluftkanal,,3 Karosserie,Karosserie (Pflicht),4 Innenraum,Heizung,,,
11739,Warnkontaktsatz für Bremsbelagverschleiß,,2 Motorraum,,2 Motorraum,,20031,,
11740,Wasserpumpe inkl. Zahnriemensatz,,2 Motorraum,,2 Motorraum,,,,
11741,Wellrohr für Abgasanlage,,1 Unterboden,,1 Unterboden,,,,
11742,Wischerlager,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,,,
11743,Zahnkranz für Schwungrad,,2 Motorraum,,2 Motorraum,,,,
11744,Zahnrad für Ölpumpe,,2 Motorraum,,2 Motorraum,,,,
11745,Zahnrad für Verteilerwelle,,2 Motorraum,,2 Motorraum,,,,
11746,Zentralelektrik,,2 Motorraum,,2 Motorraum,,,,
11747,Zier-/Schutzleiste für Türscheibe,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20009,10355,
11748,Zubehörsatz für Bremssattel,,1 Unterboden,,1 Unterboden,,20031,,
11749,Zubehörsatz für Schlepphebel,,2 Motorraum,,2 Motorraum,,,,
11750,Zugfeder für Spannrolle Zahnriemen,,2 Motorraum,,2 Motorraum,,,,
11751,Zusatzfeder,,2 Motorraum,,2 Motorraum,,,,
11752,Zwischenlager für Antriebswelle,,1 Unterboden,,1 Unterboden,,,,
11753,Zylinderlaufbuchse,,2 Motorraum,,2 Motorraum,,,,
11754,Zylinderlaufbuchsensatz,,2 Motorraum,,2 Motorraum,,,,
11755,Pritschenaufbau komplett,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20011,,
11756,Schalter für Sitzverstellung,,4 Innenraum,,4 Innenraum,,,,
11757,Kondensatorschlauch,Schlauch für Kondensator,2 Motorraum,,2 Motorraum,,,,
11758,Lüftungsgitter Armaturenbrett,Luftführung Armaturenbrett,4 Innenraum,,4 Innenraum,,,,
11759,Schalter für Umluft,Umluftschalter,4 Innenraum,,4 Innenraum,,,,
11760,Feststellbremse,Parkbremse,1 Unterboden,,1 Unterboden,,20031,,
11761,Schloss Hecktür,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20014,10349,Parent part auch 10532-10535
11762,Rückfahrkamera,,4 Innenraum,,4 Innenraum,,,,
11763,Motor Servolenkung,,2 Motorraum,,2 Motorraum,,30000,,
11764,Schalter Feststellbremse,,4 Innenraum,,4 Innenraum,,20031,,
11765,Steuergerät Feststellbremse,,2 Motorraum,,2 Motorraum,,20031,,
11766,Scharniersäule,,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20005,,
11767,Sonnenblende Dachfenster,,4 Innenraum,,4 Innenraum,,,,
11768,Sonnenblende Schiebedach,Sonnenschutz Schiebedach,4 Innenraum,,4 Innenraum,,,,
11769,Sonnenschutzrollo für Heckscheibe,,4 Innenraum,,4 Innenraum,,,,
11770,Glühlampe Xenon,Xenon-Brenner,3 Karosserie,Karosserie (Pflicht),3 Karosserie,,20003,,
11771,Servoleitung,,2 Motorraum,,2 Motorraum,,,,
11772,Servoschlauch,,2 Motorraum,,2 Motorraum,,,,
11773,Batteriedose,,2 Motorraum,,2 Motorraum,,,,
11774,Kompressor Pannenset,Luftkompressor; elektrische Luftpumpe; Reifenkompressor; Notfallkompressor,4 Innenraum,,4 Innenraum,,,,
